precision,recall
0.5009708737864078,1.0
0.5019455252918288,1.0
0.5029239766081871,1.0
0.50390625,1.0
0.5048923679060665,1.0
0.5058823529411764,1.0
0.5068762278978389,1.0
0.5078740157480315,1.0
0.5088757396449705,1.0
0.5098814229249012,1.0
0.5108910891089109,1.0
0.5119047619047619,1.0
0.5129224652087475,1.0
0.5139442231075697,1.0
0.5149700598802395,1.0
0.516,1.0
0.5170340681362725,1.0
0.5180722891566265,1.0
0.5191146881287726,1.0
0.5201612903225806,1.0
0.5212121212121212,1.0
0.5222672064777328,1.0
0.5233265720081136,1.0
0.524390243902439,1.0
0.5254582484725051,1.0
0.5265306122448979,1.0
0.5276073619631901,1.0
0.5286885245901639,1.0
0.5297741273100616,1.0
0.5308641975308642,1.0
0.5319587628865979,1.0
0.5330578512396694,1.0
0.5341614906832298,1.0
0.5352697095435685,1.0
0.5363825363825364,1.0
0.5375,1.0
0.5386221294363257,1.0
0.5397489539748954,1.0
0.5408805031446541,1.0
0.542016806722689,1.0
0.5431578947368421,1.0
0.5443037974683544,1.0
0.5454545454545454,1.0
0.5466101694915254,1.0
0.5477707006369427,1.0
0.5468085106382978,0.9961240310077519
0.5479744136460555,0.9961240310077519
0.5491452991452992,0.9961240310077519
0.550321199143469,0.9961240310077519
0.5515021459227468,0.9961240310077519
0.5526881720430108,0.9961240310077519
0.5538793103448276,0.9961240310077519
0.5550755939524838,0.9961240310077519
0.5562770562770563,0.9961240310077519
0.5553145336225597,0.9922480620155039
0.5565217391304348,0.9922480620155039
0.5577342047930284,0.9922480620155039
0.5589519650655022,0.9922480620155039
0.5601750547045952,0.9922480620155039
0.5614035087719298,0.9922480620155039
0.5626373626373626,0.9922480620155039
0.5638766519823789,0.9922480620155039
0.565121412803532,0.9922480620155039
0.5663716814159292,0.9922480620155039
0.5676274944567627,0.9922480620155039
0.5688888888888889,0.9922480620155039
0.5701559020044543,0.9922480620155039
0.5714285714285714,0.9922480620155039
0.5704697986577181,0.9883720930232558
0.5717488789237668,0.9883720930232558
0.5730337078651685,0.9883720930232558
0.5743243243243243,0.9883720930232558
0.5756207674943566,0.9883720930232558
0.5769230769230769,0.9883720930232558
0.5782312925170068,0.9883720930232558
0.5795454545454546,0.9883720930232558
0.5808656036446469,0.9883720930232558
0.5821917808219178,0.9883720930232558
0.5835240274599542,0.9883720930232558
0.5848623853211009,0.9883720930232558
0.5862068965517241,0.9883720930232558
0.5875576036866359,0.9883720930232558
0.5889145496535797,0.9883720930232558
0.5902777777777778,0.9883720930232558
0.5916473317865429,0.9883720930232558
0.5930232558139535,0.9883720930232558
0.5944055944055944,0.9883720930232558
0.5957943925233645,0.9883720930232558
0.5971896955503513,0.9883720930232558
0.5985915492957746,0.9883720930232558
0.6,0.9883720930232558
0.6014150943396226,0.9883720930232558
0.6028368794326241,0.9883720930232558
0.6042654028436019,0.9883720930232558
0.6057007125890737,0.9883720930232558
0.6071428571428571,0.9883720930232558
0.6085918854415274,0.9883720930232558
0.6100478468899522,0.9883720930232558
0.6115107913669064,0.9883720930232558
0.6129807692307693,0.9883720930232558
0.6144578313253012,0.9883720930232558
0.6159420289855072,0.9883720930232558
0.6174334140435835,0.9883720930232558
0.6189320388349514,0.9883720930232558
0.6204379562043796,0.9883720930232558
0.6219512195121951,0.9883720930232558
0.6234718826405868,0.9883720930232558
0.625,0.9883720930232558
0.6240786240786241,0.9844961240310077
0.625615763546798,0.9844961240310077
0.6271604938271605,0.9844961240310077
0.6287128712871287,0.9844961240310077
0.630272952853598,0.9844961240310077
0.6318407960199005,0.9844961240310077
0.6334164588528678,0.9844961240310077
0.635,0.9844961240310077
0.6340852130325815,0.9806201550387597
0.635678391959799,0.9806201550387597
0.6372795969773299,0.9806201550387597
0.6388888888888888,0.9806201550387597
0.640506329113924,0.9806201550387597
0.6421319796954315,0.9806201550387597
0.6437659033078881,0.9806201550387597
0.6454081632653061,0.9806201550387597
0.6470588235294118,0.9806201550387597
0.6487179487179487,0.9806201550387597
0.6478149100257069,0.9767441860465116
0.6494845360824743,0.9767441860465116
0.6511627906976745,0.9767441860465116
0.6528497409326425,0.9767441860465116
0.6545454545454545,0.9767441860465116
0.65625,0.9767441860465116
0.6579634464751958,0.9767441860465116
0.6596858638743456,0.9767441860465116
0.6587926509186351,0.9728682170542635
0.6578947368421053,0.9689922480620154
0.6596306068601583,0.9689922480620154
0.6613756613756614,0.9689922480620154
0.6631299734748011,0.9689922480620154
0.6648936170212766,0.9689922480620154
0.6666666666666666,0.9689922480620154
0.6657754010695187,0.9651162790697675
0.6675603217158177,0.9651162790697675
0.6693548387096774,0.9651162790697675
0.6711590296495957,0.9651162790697675
0.672972972972973,0.9651162790697675
0.6747967479674797,0.9651162790697675
0.6766304347826086,0.9651162790697675
0.6784741144414169,0.9651162790697675
0.680327868852459,0.9651162790697675
0.6821917808219178,0.9651162790697675
0.6840659340659341,0.9651162790697675
0.6859504132231405,0.9651162790697675
0.6850828729281768,0.9612403100775194
0.6869806094182825,0.9612403100775194
0.6861111111111111,0.9573643410852714
0.6880222841225627,0.9573643410852714
0.6899441340782123,0.9573643410852714
0.6918767507002801,0.9573643410852714
0.6938202247191011,0.9573643410852714
0.6957746478873239,0.9573643410852714
0.6977401129943502,0.9573643410852714
0.6997167138810199,0.9573643410852714
0.7017045454545454,0.9573643410852714
0.7037037037037037,0.9573643410852714
0.7057142857142857,0.9573643410852714
0.7077363896848138,0.9573643410852714
0.7097701149425287,0.9573643410852714
0.7118155619596542,0.9573643410852714
0.7138728323699421,0.9573643410852714
0.7130434782608696,0.9534883720930233
0.7122093023255814,0.9496124031007752
0.7113702623906706,0.9457364341085271
0.7105263157894737,0.9418604651162791
0.7126099706744868,0.9418604651162791
0.7147058823529412,0.9418604651162791
0.7138643067846607,0.937984496124031
0.7130177514792899,0.9341085271317829
0.7151335311572701,0.9341085271317829
0.7172619047619048,0.9341085271317829
0.7194029850746269,0.9341085271317829
0.7215568862275449,0.9341085271317829
0.7207207207207207,0.9302325581395349
0.7228915662650602,0.9302325581395349
0.7220543806646526,0.9263565891472868
0.7242424242424242,0.9263565891472868
0.7264437689969605,0.9263565891472868
0.7286585365853658,0.9263565891472868
0.7308868501529052,0.9263565891472868
0.7331288343558282,0.9263565891472868
0.7353846153846154,0.9263565891472868
0.7345679012345679,0.9224806201550387
0.7337461300309598,0.9186046511627907
0.7360248447204969,0.9186046511627907
0.7383177570093458,0.9186046511627907
0.7375,0.9147286821705426
0.7366771159874608,0.9108527131782945
0.7389937106918238,0.9108527131782945
