fpr,tpr
0.0,0.0
0.0,0.0038910505836575876
0.0,0.01556420233463035
0.0038910505836575876,0.01556420233463035
0.0038910505836575876,0.019455252918287938
0.007782101167315175,0.019455252918287938
0.007782101167315175,0.04669260700389105
0.011673151750972763,0.04669260700389105
0.011673151750972763,0.07003891050583658
0.01556420233463035,0.07003891050583658
0.01556420233463035,0.10116731517509728
0.019455252918287938,0.10116731517509728
0.019455252918287938,0.21011673151750973
0.023346303501945526,0.21011673151750973
0.023346303501945526,0.245136186770428
0.027237354085603113,0.245136186770428
0.027237354085603113,0.26459143968871596
0.0311284046692607,0.26459143968871596
0.0311284046692607,0.3346303501945525
0.03501945525291829,0.3346303501945525
0.03501945525291829,0.3424124513618677
0.042801556420233464,0.3424124513618677
0.042801556420233464,0.377431906614786
0.04669260700389105,0.377431906614786
0.04669260700389105,0.3852140077821012
0.054474708171206226,0.3852140077821012
0.054474708171206226,0.4046692607003891
0.058365758754863814,0.4046692607003891
0.058365758754863814,0.43190661478599224
0.0622568093385214,0.43190661478599224
0.0622568093385214,0.4396887159533074
0.06614785992217899,0.4396887159533074
0.06614785992217899,0.45136186770428016
0.07003891050583658,0.45136186770428016
0.07003891050583658,0.5136186770428015
0.07392996108949416,0.5136186770428015
0.07392996108949416,0.5408560311284046
0.07782101167315175,0.5408560311284046
0.07782101167315175,0.5525291828793775
0.08171206225680934,0.5525291828793775
0.08171206225680934,0.5797665369649806
0.08949416342412451,0.5797665369649806
0.08949416342412451,0.5914396887159533
0.09727626459143969,0.5914396887159533
0.09727626459143969,0.6342412451361867
0.10505836575875487,0.6342412451361867
0.10505836575875487,0.6381322957198443
0.1245136186770428,0.6381322957198443
0.1245136186770428,0.6575875486381323
0.12840466926070038,0.6575875486381323
0.12840466926070038,0.6614785992217899
0.13229571984435798,0.6614785992217899
0.13229571984435798,0.6653696498054474
0.14007782101167315,0.6653696498054474
0.14007782101167315,0.669260700389105
0.14396887159533073,0.669260700389105
0.14396887159533073,0.6848249027237354
0.14785992217898833,0.6848249027237354
0.14785992217898833,0.688715953307393
0.16342412451361868,0.688715953307393
0.16342412451361868,0.7003891050583657
0.16731517509727625,0.7003891050583657
0.16731517509727625,0.7276264591439688
0.17509727626459143,0.7276264591439688
0.17509727626459143,0.7354085603112841
0.17898832684824903,0.7354085603112841
0.17898832684824903,0.7431906614785992
0.1828793774319066,0.7431906614785992
0.1828793774319066,0.7470817120622568
0.1867704280155642,0.7470817120622568
0.1867704280155642,0.754863813229572
0.19066147859922178,0.754863813229572
0.19066147859922178,0.7704280155642024
0.19844357976653695,0.7704280155642024
0.19844357976653695,0.77431906614786
0.21011673151750973,0.77431906614786
0.21011673151750973,0.7821011673151751
0.2140077821011673,0.7821011673151751
0.2140077821011673,0.7976653696498055
0.22178988326848248,0.7976653696498055
0.22178988326848248,0.8210116731517509
0.22957198443579765,0.8210116731517509
0.22957198443579765,0.8287937743190662
0.23346303501945526,0.8287937743190662
0.23346303501945526,0.8326848249027238
0.24124513618677043,0.8326848249027238
0.24124513618677043,0.8482490272373541
0.25680933852140075,0.8482490272373541
0.25680933852140075,0.8599221789883269
0.2607003891050584,0.8599221789883269
0.2607003891050584,0.867704280155642
0.26459143968871596,0.867704280155642
0.26459143968871596,0.8715953307392996
0.28793774319066145,0.8715953307392996
0.28793774319066145,0.8754863813229572
0.2918287937743191,0.8754863813229572
0.2918287937743191,0.8793774319066148
0.29571984435797666,0.8793774319066148
0.29571984435797666,0.8832684824902723
0.30739299610894943,0.8832684824902723
0.30739299610894943,0.8871595330739299
0.31906614785992216,0.8871595330739299
0.31906614785992216,0.8949416342412452
0.3229571984435798,0.8949416342412452
0.3229571984435798,0.8988326848249028
0.33073929961089493,0.8988326848249028
0.33073929961089493,0.9027237354085603
0.3346303501945525,0.9027237354085603
0.3346303501945525,0.9182879377431906
0.33852140077821014,0.9182879377431906
0.33852140077821014,0.9260700389105059
0.3424124513618677,0.9260700389105059
0.3424124513618677,0.9299610894941635
0.3657587548638132,0.9299610894941635
0.3657587548638132,0.9377431906614786
0.3735408560311284,0.9377431906614786
0.3735408560311284,0.9416342412451362
0.377431906614786,0.9416342412451362
0.377431906614786,0.9494163424124513
0.38132295719844356,0.9494163424124513
0.38132295719844356,0.9610894941634242
0.4085603112840467,0.9610894941634242
0.4085603112840467,0.9649805447470817
0.4357976653696498,0.9649805447470817
0.4357976653696498,0.9688715953307393
0.44357976653696496,0.9688715953307393
0.44357976653696496,0.9727626459143969
0.4474708171206226,0.9727626459143969
0.4474708171206226,0.9766536964980544
0.45136186770428016,0.9766536964980544
0.45136186770428016,0.980544747081712
0.45525291828793774,0.980544747081712
0.45525291828793774,0.9844357976653697
0.556420233463035,0.9844357976653697
0.556420233463035,0.9883268482490273
0.5642023346303502,0.9883268482490273
0.5642023346303502,0.9922178988326849
0.6264591439688716,0.9922178988326849
0.6264591439688716,0.9961089494163424
0.8287937743190662,0.9961089494163424
0.8287937743190662,1.0
1.0,1.0
